inst,succ,steps,max_iter,awg fined,mu,sig^2
ruf75-322,999.0,415.638,3000,442.638,5.631140339306274,0.8206454898414867
ruf75-832,784.0,1359.229,3000,7191.229,6.762358548168739,1.1247917626319108
ruf75-450,498.0,2090.707,3000,15644.707,7.357666007767033,0.903198287146742
ruf75-631,938.0,828.976,3000,2502.976,6.1706006938634665,1.191696608241163
ruf75-886,663.0,1566.977,3000,10665.977,6.886755743722715,1.2820640800911416
ruf75-203,135.0,2723.691,3000,26078.691,7.7946728477878535,0.422215727038504
ruf75-983,293.0,2430.916,3000,21519.916,7.580708544197457,0.7341087728195939
ruf75-658,567.0,1731.407,3000,13422.407,6.949005651842261,1.4710729121681352
ruf75-951,908.0,1120.772,3000,3604.772,6.648517593771166,0.8587291149923987
ruf75-156,859.0,1205.614,3000,5012.614,6.630557015654773,1.1226001349610362
ruf75-198,662.0,1687.7,3000,10813.7,7.036373865883261,1.1135915827356397
ruf75-703,350.0,2381.733,3000,19931.733,7.574451912634266,0.6647064881258545
ruf75-150,600.0,1810.656,3000,12610.656,7.102518027186794,1.1679750189010891
ruf75-498,428.0,2138.233,3000,17582.233,7.328572727258406,1.1031962106884088
ruf75-502,655.0,1856.683,3000,11171.683,7.23704958874403,0.81276376087157
ruf75-309,248.0,2536.965,3000,22840.965,7.673611408521964,0.5669482047639862
ruf75-139,375.0,2325.962,3000,19200.962,7.558237740335911,0.5909529076390629
ruf75-398,489.0,2031.38,3000,15828.38,7.267650785164567,1.097004920650924
ruf75-367,899.0,1087.362,3000,3814.362,6.536027431723818,1.0876797661395061
ruf75-606,602.0,1813.618,3000,12559.618,7.113201963429978,1.1524565258513413
ruf75-945,733.0,1562.244,3000,8771.244,6.916124312367887,1.2127907598966046
ruf75-893,989.0,551.361,3000,848.361,5.861695862444452,0.9139867167806013
ruf75-199,917.0,895.712,3000,3136.712,6.188908041833238,1.4025877179393866
ruf75-546,631.0,1915.344,3000,11878.344,7.28537950788195,0.7847308114039078
ruf75-446,949.0,612.722,3000,1989.722,5.785750515198039,1.2283512378039765
ruf75-588,225.0,2688.856,3000,23613.856,7.8157899030143465,0.26323884700477135
ruf75-7,934.0,853.784,3000,2635.784,6.173550013059,1.3336396844676912
ruf75-609,970.0,748.665,3000,1558.665,6.118428256786728,1.0718971237657755
ruf75-826,144.0,2801.425,3000,25913.425,7.882548793369469,0.18997147090773028
ruf75-696,893.0,1025.56,3000,3914.56,6.433617641637081,1.1578903460863592
ruf75-189,718.0,1594.815,3000,9208.815,6.96980092918237,1.1165635486479462
ruf75-844,158.0,2620.186,3000,25354.186,7.671491818873114,0.7610378228914945
ruf75-368,792.0,1292.975,3000,6908.975,6.637386579538875,1.357084124856318
ruf75-569,548.0,2182.459,3000,14386.459,7.51540218307159,0.49350343816500153
ruf75-188,949.0,882.485,3000,2259.485,6.3619704166432545,0.9256898844147676
ruf75-628,370.0,2390.991,3000,19400.991,7.600246169939792,0.592768507387771
ruf75-750,831.0,1215.16,3000,5778.16,6.646465123644,1.077600526360544
ruf75-243,472.0,2078.925,3000,16334.925,7.321033378506996,0.9796496395200665
ruf75-377,568.0,2069.296,3000,13733.296,7.383075470460018,0.7695751238534186
ruf75-834,117.0,2727.949,3000,26568.949,7.778639833399429,0.49693526145077344
ruf75-358,460.0,2190.289,3000,16770.289,7.487871366593191,0.5850174461169407
ruf75-629,296.0,2529.259,3000,21537.259,7.70657062446203,0.42431882014696976
ruf75-317,875.0,1298.361,3000,4673.361,6.800960711122432,0.9077670690602677
ruf75-577,402.0,2229.698,3000,18375.698,7.426511523685539,0.9298842654398322
